,componente,ano_faixa,unidades_tematicas,objetos_conhecimento,habilidades,cod_hab,descricao_cod,primeiro_ef,segundo_ef,terceiro_ef,quarto_ef,quinto_ef,sexto_ef,setimo_ef,oitavo_ef,nono_ef
0,Arte,1º; 2º; 3º; 4º; 5º,Artes visuais,Contextos e práticas,"(EF15AR01) Identificar e apreciar formas distintas das artes visuais tradicionais e contemporâneas, cultivando a percepção, o imaginário, a capacidade de simbolizar e o repertório imagético.",EF15AR01,"Identificar e apreciar formas distintas das artes visuais tradicionais e contemporâneas, cultivando a percepção, o imaginário, a capacidade de simbolizar e o repertório imagético.",1,1,1,1,1,0,0,0,0
1,Arte,1º; 2º; 3º; 4º; 5º,Artes visuais,Elementos da linguagem,"(EF15AR02) Explorar e reconhecer elementos constitutivos das artes visuais (ponto, linha, forma, cor, espaço, movimento etc.).",EF15AR02,"Explorar e reconhecer elementos constitutivos das artes visuais (ponto, linha, forma, cor, espaço, movimento etc.).",1,1,1,1,1,0,0,0,0
2,Arte,1º; 2º; 3º; 4º; 5º,Artes visuais,Matrizes estéticas e culturais,"(EF15AR03) Reconhecer e analisar a influência de distintas matrizes estéticas e culturais das artes visuais nas manifestações artísticas das culturas locais, regionais e nacionais.",EF15AR03,"Reconhecer e analisar a influência de distintas matrizes estéticas e culturais das artes visuais nas manifestações artísticas das culturas locais, regionais e nacionais.",1,1,1,1,1,0,0,0,0
3,Arte,1º; 2º; 3º; 4º; 5º,Artes visuais,Materialidades,"(EF15AR04) Experimentar diferentes formas de expressão artística (desenho, pintura, colagem, quadrinhos, dobradura, escultura, modelagem, instalação, vídeo, fotografia etc.), fazendo uso sustentável de materiais, instrumentos, recursos e técnicas convencionais e não convencionais.",EF15AR04,"Experimentar diferentes formas de expressão artística (desenho, pintura, colagem, quadrinhos, dobradura, escultura, modelagem, instalação, vídeo, fotografia etc.), fazendo uso sustentável de materiais, instrumentos, recursos e técnicas convencionais e não convencionais.",1,1,1,1,1,0,0,0,0
4,Arte,1º; 2º; 3º; 4º; 5º,Artes visuais,Processos de criação,"(EF15AR05) Experimentar a criação em artes visuais de modo individual, coletivo e colaborativo, explorando diferentes espaços da escola e da comunidade.",EF15AR05,"Experimentar a criação em artes visuais de modo individual, coletivo e colaborativo, explorando diferentes espaços da escola e da comunidade.",1,1,1,1,1,0,0,0,0
5,Arte,1º; 2º; 3º; 4º; 5º,Artes visuais,Processos de criação,"(EF15AR06) Dialogar sobre a sua criação e as dos colegas, para alcançar sentidos plurais.",EF15AR06,"Dialogar sobre a sua criação e as dos colegas, para alcançar sentidos plurais.",1,1,1,1,1,0,0,0,0
6,Arte,1º; 2º; 3º; 4º; 5º,Artes visuais,Sistemas da linguagem,"(EF15AR07) Reconhecer algumas categorias do sistema das artes visuais (museus, galerias, instituições, artistas, artesãos, curadores etc.).",EF15AR07,"Reconhecer algumas categorias do sistema das artes visuais (museus, galerias, instituições, artistas, artesãos, curadores etc.).",1,1,1,1,1,0,0,0,0
7,Arte,1º; 2º; 3º; 4º; 5º,Dança,Contextos e práticas,"(EF15AR08) Experimentar e apreciar formas distintas de manifestações da dança presentes em diferentes contextos, cultivando a percepção, o imaginário, a capacidade de simbolizar e o repertório corporal.",EF15AR08,"Experimentar e apreciar formas distintas de manifestações da dança presentes em diferentes contextos, cultivando a percepção, o imaginário, a capacidade de simbolizar e o repertório corporal.",1,1,1,1,1,0,0,0,0
8,Arte,1º; 2º; 3º; 4º; 5º,Dança,Elementos da linguagem,(EF15AR09) Estabelecer relações entre as partes do corpo e destas com o todo corporal na construção do movimento dançado.,EF15AR09,Estabelecer relações entre as partes do corpo e destas com o todo corporal na construção do movimento dançado.,1,1,1,1,1,0,0,0,0
9,Arte,1º; 2º; 3º; 4º; 5º,Dança,Elementos da linguagem,"(EF15AR10) Experimentar diferentes formas de orientação no espaço (deslocamentos, planos, direções, caminhos etc.) e ritmos de movimento (lento, moderado e rápido) na construção do movimento dançado.",EF15AR10,"Experimentar diferentes formas de orientação no espaço (deslocamentos, planos, direções, caminhos etc.) e ritmos de movimento (lento, moderado e rápido) na construção do movimento dançado.",1,1,1,1,1,0,0,0,0
10,Arte,1º; 2º; 3º; 4º; 5º,Dança,Processos de criação,"(EF15AR11) Criar e improvisar movimentos dançados de modo individual, coletivo e colaborativo, considerando os aspectos estruturais, dinâmicos e expressivos dos elementos constitutivos do movimento, com base nos códigos de dança.",EF15AR11,"Criar e improvisar movimentos dançados de modo individual, coletivo e colaborativo, considerando os aspectos estruturais, dinâmicos e expressivos dos elementos constitutivos do movimento, com base nos códigos de dança.",1,1,1,1,1,0,0,0,0
11,Arte,1º; 2º; 3º; 4º; 5º,Dança,Processos de criação,"(EF15AR12) Discutir, com respeito e sem preconceito, as experiências pessoais e coletivas em dança vivenciadas na escola, como fonte para a construção de vocabulários e repertórios próprios.",EF15AR12,"Discutir, com respeito e sem preconceito, as experiências pessoais e coletivas em dança vivenciadas na escola, como fonte para a construção de vocabulários e repertórios próprios.",1,1,1,1,1,0,0,0,0
12,Arte,1º; 2º; 3º; 4º; 5º,Música,Contextos e práticas,"(EF15AR13) Identificar e apreciar criticamente diversas formas e gêneros de expressão musical, reconhecendo e analisando os usos e as funções da música em diversos contextos de circulação, em especial, aqueles da vida cotidiana.",EF15AR13,"Identificar e apreciar criticamente diversas formas e gêneros de expressão musical, reconhecendo e analisando os usos e as funções da música em diversos contextos de circulação, em especial, aqueles da vida cotidiana.",1,1,1,1,1,0,0,0,0
13,Arte,1º; 2º; 3º; 4º; 5º,Música,Elementos da linguagem,"(EF15AR14) Perceber e explorar os elementos constitutivos da música (altura, intensidade, timbre, melodia, ritmo etc.), por meio de jogos, brincadeiras, canções e práticas diversas de composição/criação, execução e apreciação musical.",EF15AR14,"Perceber e explorar os elementos constitutivos da música (altura, intensidade, timbre, melodia, ritmo etc.), por meio de jogos, brincadeiras, canções e práticas diversas de composição/criação, execução e apreciação musical.",1,1,1,1,1,0,0,0,0
14,Arte,1º; 2º; 3º; 4º; 5º,Música,Materialidades,"(EF15AR15) Explorar fontes sonoras diversas, como as existentes no próprio corpo (palmas, voz, percussão corporal), na natureza e em objetos cotidianos, reconhecendo os elementos constitutivos da música e as características de instrumentos musicais variados.",EF15AR15,"Explorar fontes sonoras diversas, como as existentes no próprio corpo (palmas, voz, percussão corporal), na natureza e em objetos cotidianos, reconhecendo os elementos constitutivos da música e as características de instrumentos musicais variados.",1,1,1,1,1,0,0,0,0
15,Arte,1º; 2º; 3º; 4º; 5º,Música,Notação e registro musical,"(EF15AR16) Explorar diferentes formas de registro musical não convencional (representação gráfica de sons, partituras criativas etc.), bem como procedimentos e técnicas de registro em áudio e audiovisual, e reconhecer a notação musical convencional.",EF15AR16,"Explorar diferentes formas de registro musical não convencional (representação gráfica de sons, partituras criativas etc.), bem como procedimentos e técnicas de registro em áudio e audiovisual, e reconhecer a notação musical convencional.",1,1,1,1,1,0,0,0,0
16,Arte,1º; 2º; 3º; 4º; 5º,Música,Processos de criação,"(EF15AR17) Experimentar improvisações, composições e sonorização de histórias, entre outros, utilizando vozes, sons corporais e/ou instrumentos musicais convencionais ou não convencionais, de modo individual, coletivo e colaborativo.",EF15AR17,"Experimentar improvisações, composições e sonorização de histórias, entre outros, utilizando vozes, sons corporais e/ou instrumentos musicais convencionais ou não convencionais, de modo individual, coletivo e colaborativo.",1,1,1,1,1,0,0,0,0
17,Arte,1º; 2º; 3º; 4º; 5º,Teatro,Contextos e práticas,"(EF15AR18) Reconhecer e apreciar formas distintas de manifestações do teatro presentes em diferentes contextos, aprendendo a ver e a ouvir histórias dramatizadas e cultivando a percepção, o imaginário, a capacidade de simbolizar e o repertório ficcional.",EF15AR18,"Reconhecer e apreciar formas distintas de manifestações do teatro presentes em diferentes contextos, aprendendo a ver e a ouvir histórias dramatizadas e cultivando a percepção, o imaginário, a capacidade de simbolizar e o repertório ficcional.",1,1,1,1,1,0,0,0,0
18,Arte,1º; 2º; 3º; 4º; 5º,Teatro,Elementos da linguagem,"(EF15AR19) Descobrir teatralidades na vida cotidiana, identificando elementos teatrais (variadas entonações de voz, diferentes fisicalidades, diversidade de personagens e narrativas etc.).",EF15AR19,"Descobrir teatralidades na vida cotidiana, identificando elementos teatrais (variadas entonações de voz, diferentes fisicalidades, diversidade de personagens e narrativas etc.).",1,1,1,1,1,0,0,0,0
19,Arte,1º; 2º; 3º; 4º; 5º,Teatro,Processos de criação,"(EF15AR20) Experimentar o trabalho colaborativo, coletivo e autoral em improvisações teatrais e processos narrativos criativos em teatro, explorando desde a teatralidade dos gestos e das ações do cotidiano até elementos de diferentes matrizes estéticas e culturais.",EF15AR20,"Experimentar o trabalho colaborativo, coletivo e autoral em improvisações teatrais e processos narrativos criativos em teatro, explorando desde a teatralidade dos gestos e das ações do cotidiano até elementos de diferentes matrizes estéticas e culturais.",1,1,1,1,1,0,0,0,0
20,Arte,1º; 2º; 3º; 4º; 5º,Teatro,Processos de criação,"(EF15AR21) Exercitar a imitação e o faz de conta, ressignificando objetos e fatos e experimentando-se no lugar do outro, ao compor e encenar acontecimentos cênicos, por meio de músicas, imagens, textos ou outros pontos de partida, de forma intencional e reflexiva.",EF15AR21,"Exercitar a imitação e o faz de conta, ressignificando objetos e fatos e experimentando-se no lugar do outro, ao compor e encenar acontecimentos cênicos, por meio de músicas, imagens, textos ou outros pontos de partida, de forma intencional e reflexiva.",1,1,1,1,1,0,0,0,0
21,Arte,1º; 2º; 3º; 4º; 5º,Teatro,Processos de criação,"(EF15AR22) Experimentar possibilidades criativas de movimento e de voz na criação de um personagem teatral, discutindo estereótipos.",EF15AR22,"Experimentar possibilidades criativas de movimento e de voz na criação de um personagem teatral, discutindo estereótipos.",1,1,1,1,1,0,0,0,0
22,Arte,1º; 2º; 3º; 4º; 5º,Artes integradas,Processos de criação,"(EF15AR23) Reconhecer e experimentar, em projetos temáticos, as relações processuais entre diversas linguagens artísticas.",EF15AR23,"Reconhecer e experimentar, em projetos temáticos, as relações processuais entre diversas linguagens artísticas.",1,1,1,1,1,0,0,0,0
23,Arte,1º; 2º; 3º; 4º; 5º,Artes integradas,Matrizes estéticas e culturais,"(EF15AR24) Caracterizar e experimentar brinquedos, brincadeiras, jogos, danças, canções e histórias de diferentes matrizes estéticas e culturais.",EF15AR24,"Caracterizar e experimentar brinquedos, brincadeiras, jogos, danças, canções e histórias de diferentes matrizes estéticas e culturais.",1,1,1,1,1,0,0,0,0
24,Arte,1º; 2º; 3º; 4º; 5º,Artes integradas,Patrimônio cultural,"(EF15AR25) Conhecer e valorizar o patrimônio cultural, material e imaterial, de culturas diversas, em especial a brasileira, incluindo-se suas matrizes indígenas, africanas e europeias, de diferentes épocas, favorecendo a construção de vocabulário e repertório relativos às diferentes linguagens artísticas.",EF15AR25,"Conhecer e valorizar o patrimônio cultural, material e imaterial, de culturas diversas, em especial a brasileira, incluindo-se suas matrizes indígenas, africanas e europeias, de diferentes épocas, favorecendo a construção de vocabulário e repertório relativos às diferentes linguagens artísticas.",1,1,1,1,1,0,0,0,0
25,Arte,1º; 2º; 3º; 4º; 5º,Artes integradas,Arte e tecnologia,"(EF15AR26) Explorar diferentes tecnologias e recursos digitais (multimeios, animações, jogos eletrônicos, gravações em áudio e vídeo, fotografia, softwares etc.) nos processos de criação artística.",EF15AR26,"Explorar diferentes tecnologias e recursos digitais (multimeios, animações, jogos eletrônicos, gravações em áudio e vídeo, fotografia, softwares etc.) nos processos de criação artística.",1,1,1,1,1,0,0,0,0
26,Arte,6º; 7º; 8º; 9º,Artes visuais,Contextos e práticas,"(EF69AR01) Pesquisar, apreciar e analisar formas distintas das artes visuais tradicionais e contemporâneas, em obras de artistas brasileiros e estrangeiros de diferentes épocas e em diferentes matrizes estéticas e culturais, de modo a ampliar a experiência com diferentes contextos e práticas artístico-visuais e cultivar a percepção, o imaginário, a capacidade de simbolizar e o repertório imagético.",EF69AR01,"Pesquisar, apreciar e analisar formas distintas das artes visuais tradicionais e contemporâneas, em obras de artistas brasileiros e estrangeiros de diferentes épocas e em diferentes matrizes estéticas e culturais, de modo a ampliar a experiência com diferentes contextos e práticas artístico-visuais e cultivar a percepção, o imaginário, a capacidade de simbolizar e o repertório imagético.",0,0,0,0,0,1,1,1,1
27,Arte,6º; 7º; 8º; 9º,Artes visuais,Contextos e práticas,"(EF69AR02) Pesquisar e analisar diferentes estilos visuais, contextualizando-os no tempo e no espaço.",EF69AR02,"Pesquisar e analisar diferentes estilos visuais, contextualizando-os no tempo e no espaço.",0,0,0,0,0,1,1,1,1
28,Arte,6º; 7º; 8º; 9º,Artes visuais,Contextos e práticas,"(EF69AR03) Analisar situações nas quais as linguagens das artes visuais se integram às linguagens audiovisuais (cinema, animações, vídeos etc.), gráficas (capas de livros, ilustrações de textos diversos etc.), cenográficas, coreográficas, musicais etc.",EF69AR03,"Analisar situações nas quais as linguagens das artes visuais se integram às linguagens audiovisuais (cinema, animações, vídeos etc.), gráficas (capas de livros, ilustrações de textos diversos etc.), cenográficas, coreográficas, musicais etc.",0,0,0,0,0,1,1,1,1
29,Arte,6º; 7º; 8º; 9º,Artes visuais,Elementos da linguagem,"(EF69AR04) Analisar os elementos constitutivos das artes visuais (ponto, linha, forma, direção, cor, tom, escala, dimensão, espaço, movimento etc.) na apreciação de diferentes produções artísticas.",EF69AR04,"Analisar os elementos constitutivos das artes visuais (ponto, linha, forma, direção, cor, tom, escala, dimensão, espaço, movimento etc.) na apreciação de diferentes produções artísticas.",0,0,0,0,0,1,1,1,1
30,Arte,6º; 7º; 8º; 9º,Artes visuais,Materialidades,"(EF69AR05) Experimentar e analisar diferentes formas de expressão artística (desenho, pintura, colagem, quadrinhos, dobradura, escultura, modelagem, instalação, vídeo, fotografia, performance etc.).",EF69AR05,"Experimentar e analisar diferentes formas de expressão artística (desenho, pintura, colagem, quadrinhos, dobradura, escultura, modelagem, instalação, vídeo, fotografia, performance etc.).",0,0,0,0,0,1,1,1,1
31,Arte,6º; 7º; 8º; 9º,Artes visuais,Processos de criação,"(EF69AR06) Desenvolver processos de criação em artes visuais, com base em temas ou interesses artísticos, de modo individual, coletivo e colaborativo, fazendo uso de materiais, instrumentos e recursos convencionais, alternativos e digitais.",EF69AR06,"Desenvolver processos de criação em artes visuais, com base em temas ou interesses artísticos, de modo individual, coletivo e colaborativo, fazendo uso de materiais, instrumentos e recursos convencionais, alternativos e digitais.",0,0,0,0,0,1,1,1,1
32,Arte,6º; 7º; 8º; 9º,Artes visuais,Processos de criação,"(EF69AR07) Dialogar com princípios conceituais, proposições temáticas, repertórios imagéticos e processos de criação nas suas produções visuais.",EF69AR07,"Dialogar com princípios conceituais, proposições temáticas, repertórios imagéticos e processos de criação nas suas produções visuais.",0,0,0,0,0,1,1,1,1
33,Arte,6º; 7º; 8º; 9º,Artes visuais,Sistemas da linguagem,"(EF69AR08) Diferenciar as categorias de artista, artesão, produtor cultural, curador, designer, entre outras, estabelecendo relações entre os profissionais do sistema das artes visuais.",EF69AR08,"Diferenciar as categorias de artista, artesão, produtor cultural, curador, designer, entre outras, estabelecendo relações entre os profissionais do sistema das artes visuais.",0,0,0,0,0,1,1,1,1
34,Arte,6º; 7º; 8º; 9º,Dança,Contextos e práticas,"(EF69AR09) Pesquisar e analisar diferentes formas de expressão, representação e encenação da dança, reconhecendo e apreciando composições de dança de artistas e grupos brasileiros e estrangeiros de diferentes épocas.",EF69AR09,"Pesquisar e analisar diferentes formas de expressão, representação e encenação da dança, reconhecendo e apreciando composições de dança de artistas e grupos brasileiros e estrangeiros de diferentes épocas.",0,0,0,0,0,1,1,1,1
35,Arte,6º; 7º; 8º; 9º,Dança,Elementos da linguagem,"(EF69AR10) Explorar elementos constitutivos do movimento cotidiano e do movimento dançado, abordando, criticamente, o desenvolvimento das formas da dança em sua história tradicional e contemporânea.",EF69AR10,"Explorar elementos constitutivos do movimento cotidiano e do movimento dançado, abordando, criticamente, o desenvolvimento das formas da dança em sua história tradicional e contemporânea.",0,0,0,0,0,1,1,1,1
36,Arte,6º; 7º; 8º; 9º,Dança,Elementos da linguagem,"(EF69AR11) Experimentar e analisar os fatores de movimento (tempo, peso, fluência e espaço) como elementos que, combinados, geram as ações corporais e o movimento dançado.",EF69AR11,"Experimentar e analisar os fatores de movimento (tempo, peso, fluência e espaço) como elementos que, combinados, geram as ações corporais e o movimento dançado.",0,0,0,0,0,1,1,1,1
37,Arte,6º; 7º; 8º; 9º,Dança,Processos de criação,(EF69AR12) Investigar e experimentar procedimentos de improvisação e criação do movimento como fonte para a construção de vocabulários e repertórios próprios.,EF69AR12,Investigar e experimentar procedimentos de improvisação e criação do movimento como fonte para a construção de vocabulários e repertórios próprios.,0,0,0,0,0,1,1,1,1
38,Arte,6º; 7º; 8º; 9º,Dança,Processos de criação,"(EF69AR13) Investigar brincadeiras, jogos, danças coletivas e outras práticas de dança de diferentes matrizes estéticas e culturais como referência para a criação e a composição de danças autorais, individualmente e em grupo.",EF69AR13,"Investigar brincadeiras, jogos, danças coletivas e outras práticas de dança de diferentes matrizes estéticas e culturais como referência para a criação e a composição de danças autorais, individualmente e em grupo.",0,0,0,0,0,1,1,1,1
39,Arte,6º; 7º; 8º; 9º,Dança,Processos de criação,"(EF69AR14) Analisar e experimentar diferentes elementos (figurino, iluminação, cenário, trilha sonora etc.) e espaços (convencionais e não convencionais) para composição cênica e apresentação coreográfica.",EF69AR14,"Analisar e experimentar diferentes elementos (figurino, iluminação, cenário, trilha sonora etc.) e espaços (convencionais e não convencionais) para composição cênica e apresentação coreográfica.",0,0,0,0,0,1,1,1,1
40,Arte,6º; 7º; 8º; 9º,Dança,Processos de criação,"(EF69AR15) Discutir as experiências pessoais e coletivas em dança vivenciadas na escola e em outros contextos, problematizando estereótipos e preconceitos.",EF69AR15,"Discutir as experiências pessoais e coletivas em dança vivenciadas na escola e em outros contextos, problematizando estereótipos e preconceitos.",0,0,0,0,0,1,1,1,1
41,Arte,6º; 7º; 8º; 9º,Música,Contextos e práticas,"(EF69AR16) Analisar criticamente, por meio da apreciação musical, usos e funções da música em seus contextos de produção e circulação, relacionando as práticas musicais às diferentes dimensões da vida social, cultural, política, histórica, econômica, estética e ética",EF69AR16,"Analisar criticamente, por meio da apreciação musical, usos e funções da música em seus contextos de produção e circulação, relacionando as práticas musicais às diferentes dimensões da vida social, cultural, política, histórica, econômica, estética e ética",0,0,0,0,0,1,1,1,1
42,Arte,6º; 7º; 8º; 9º,Música,Contextos e práticas,"(EF69AR17) Explorar e analisar, criticamente, diferentes meios e equipamentos culturais de circulação da música e do conhecimento musical.",EF69AR17,"Explorar e analisar, criticamente, diferentes meios e equipamentos culturais de circulação da música e do conhecimento musical.",0,0,0,0,0,1,1,1,1
43,Arte,6º; 7º; 8º; 9º,Música,Contextos e práticas,(EF69AR18) Reconhecer e apreciar o papel de músicos e grupos de música brasileiros e estrangeiros que contribuíram para o desenvolvimento de formas e gêneros musicais.,EF69AR18,Reconhecer e apreciar o papel de músicos e grupos de música brasileiros e estrangeiros que contribuíram para o desenvolvimento de formas e gêneros musicais.,0,0,0,0,0,1,1,1,1
44,Arte,6º; 7º; 8º; 9º,Música,Contextos e práticas,"(EF69AR19) Identificar e analisar diferentes estilos musicais, contextualizando-os no tempo e no espaço, de modo a aprimorar a capacidade de apreciação da estética musical.",EF69AR19,"Identificar e analisar diferentes estilos musicais, contextualizando-os no tempo e no espaço, de modo a aprimorar a capacidade de apreciação da estética musical.",0,0,0,0,0,1,1,1,1
45,Arte,6º; 7º; 8º; 9º,Música,Elementos da linguagem,"(EF69AR20) Explorar e analisar elementos constitutivos da música (altura, intensidade, timbre, melodia, ritmo etc.), por meio de recursos tecnológicos (games e plataformas digitais), jogos, canções e práticas diversas de composição/criação, execução e apreciação musicais.",EF69AR20,"Explorar e analisar elementos constitutivos da música (altura, intensidade, timbre, melodia, ritmo etc.), por meio de recursos tecnológicos (games e plataformas digitais), jogos, canções e práticas diversas de composição/criação, execução e apreciação musicais.",0,0,0,0,0,1,1,1,1
46,Arte,6º; 7º; 8º; 9º,Música,Materialidades,"(EF69AR21) Explorar e analisar fontes e materiais sonoros em práticas de composição/criação, execução e apreciação musical, reconhecendo timbres e características de instrumentos musicais diversos.",EF69AR21,"Explorar e analisar fontes e materiais sonoros em práticas de composição/criação, execução e apreciação musical, reconhecendo timbres e características de instrumentos musicais diversos.",0,0,0,0,0,1,1,1,1
47,Arte,6º; 7º; 8º; 9º,Música,Notação e registro musical,"(EF69AR22) Explorar e identificar diferentes formas de registro musical (notação musical tradicional, partituras criativas e procedimentos da música contemporânea), bem como procedimentos e técnicas de registro em áudio e audiovisual.",EF69AR22,"Explorar e identificar diferentes formas de registro musical (notação musical tradicional, partituras criativas e procedimentos da música contemporânea), bem como procedimentos e técnicas de registro em áudio e audiovisual.",0,0,0,0,0,1,1,1,1
48,Arte,6º; 7º; 8º; 9º,Música,Processos de criação,"(EF69AR23) Explorar e criar improvisações, composições, arranjos, jingles, trilhas sonoras, entre outros, utilizando vozes, sons corporais e/ou instrumentos acústicos ou eletrônicos, convencionais ou não convencionais, expressando ideias musicais de maneira individual, coletiva e colaborativa.",EF69AR23,"Explorar e criar improvisações, composições, arranjos, jingles, trilhas sonoras, entre outros, utilizando vozes, sons corporais e/ou instrumentos acústicos ou eletrônicos, convencionais ou não convencionais, expressando ideias musicais de maneira individual, coletiva e colaborativa.",0,0,0,0,0,1,1,1,1
49,Arte,6º; 7º; 8º; 9º,Teatro,Contextos e práticas,"(EF69AR24) Reconhecer e apreciar artistas e grupos de teatro brasileiros e estrangeiros de diferentes épocas, investigando os modos de criação, produção, divulgação, circulação e organização da atuação profissional em teatro.",EF69AR24,"Reconhecer e apreciar artistas e grupos de teatro brasileiros e estrangeiros de diferentes épocas, investigando os modos de criação, produção, divulgação, circulação e organização da atuação profissional em teatro.",0,0,0,0,0,1,1,1,1
50,Arte,6º; 7º; 8º; 9º,Teatro,Contextos e práticas,"(EF69AR25) Identificar e analisar diferentes estilos cênicos, contextualizando-os no tempo e no espaço de modo a aprimorar a capacidade de apreciação da estética teatral.",EF69AR25,"Identificar e analisar diferentes estilos cênicos, contextualizando-os no tempo e no espaço de modo a aprimorar a capacidade de apreciação da estética teatral.",0,0,0,0,0,1,1,1,1
51,Arte,6º; 7º; 8º; 9º,Teatro,Elementos da linguagem,"(EF69AR26) Explorar diferentes elementos envolvidos na composição dos acontecimentos cênicos (figurinos, adereços, cenário, iluminação e sonoplastia) e reconhecer seus vocabulários.",EF69AR26,"Explorar diferentes elementos envolvidos na composição dos acontecimentos cênicos (figurinos, adereços, cenário, iluminação e sonoplastia) e reconhecer seus vocabulários.",0,0,0,0,0,1,1,1,1
52,Arte,6º; 7º; 8º; 9º,Teatro,Processos de criação,"(EF69AR27) Pesquisar e criar formas de dramaturgias e espaços cênicos para o acontecimento teatral, em diálogo com o teatro contemporâneo.",EF69AR27,"Pesquisar e criar formas de dramaturgias e espaços cênicos para o acontecimento teatral, em diálogo com o teatro contemporâneo.",0,0,0,0,0,1,1,1,1
53,Arte,6º; 7º; 8º; 9º,Teatro,Processos de criação,(EF69AR28) Investigar e experimentar diferentes funções teatrais e discutir os limites e desafios do trabalho artístico coletivo e colaborativo.,EF69AR28,Investigar e experimentar diferentes funções teatrais e discutir os limites e desafios do trabalho artístico coletivo e colaborativo.,0,0,0,0,0,1,1,1,1
54,Arte,6º; 7º; 8º; 9º,Teatro,Processos de criação,(EF69AR29) Experimentar a gestualidade e as construções corporais e vocais de maneira imaginativa na improvisação teatral e no jogo cênico.,EF69AR29,Experimentar a gestualidade e as construções corporais e vocais de maneira imaginativa na improvisação teatral e no jogo cênico.,0,0,0,0,0,1,1,1,1
55,Arte,6º; 7º; 8º; 9º,Teatro,Processos de criação,"(EF69AR30) Compor improvisações e acontecimentos cênicos com base em textos dramáticos ou outros estímulos (música, imagens, objetos etc.), caracterizando personagens (com figurinos e adereços), cenário, iluminação e sonoplastia e considerando a relação com o espectador.",EF69AR30,"Compor improvisações e acontecimentos cênicos com base em textos dramáticos ou outros estímulos (música, imagens, objetos etc.), caracterizando personagens (com figurinos e adereços), cenário, iluminação e sonoplastia e considerando a relação com o espectador.",0,0,0,0,0,1,1,1,1
56,Arte,6º; 7º; 8º; 9º,Artes integradas,Contextos e práticas,"(EF69AR31) Relacionar as práticas artísticas às diferentes dimensões da vida social, cultural, política, histórica, econômica, estética e ética.",EF69AR31,"Relacionar as práticas artísticas às diferentes dimensões da vida social, cultural, política, histórica, econômica, estética e ética.",0,0,0,0,0,1,1,1,1
57,Arte,6º; 7º; 8º; 9º,Artes integradas,Processos de criação,"(EF69AR32) Analisar e explorar, em projetos temáticos, as relações processuais entre diversas linguagens artísticas.",EF69AR32,"Analisar e explorar, em projetos temáticos, as relações processuais entre diversas linguagens artísticas.",0,0,0,0,0,1,1,1,1
58,Arte,6º; 7º; 8º; 9º,Artes integradas,Matrizes estéticas e culturais,"(EF69AR33) Analisar aspectos históricos, sociais e políticos da produção artística, problematizando as narrativas eurocêntricas e as diversas categorizações da arte (arte, artesanato, folclore, design etc.).",EF69AR33,"Analisar aspectos históricos, sociais e políticos da produção artística, problematizando as narrativas eurocêntricas e as diversas categorizações da arte (arte, artesanato, folclore, design etc.).",0,0,0,0,0,1,1,1,1
59,Arte,6º; 7º; 8º; 9º,Artes integradas,Patrimônio cultural,"(EF69AR34) Analisar e valorizar o patrimônio cultural, material e imaterial, de culturas diversas, em especial a brasileira, incluindo suas matrizes indígenas, africanas e europeias, de diferentes épocas, e favorecendo a construção de vocabulário e repertório relativos às diferentes linguagens artísticas.",EF69AR34,"Analisar e valorizar o patrimônio cultural, material e imaterial, de culturas diversas, em especial a brasileira, incluindo suas matrizes indígenas, africanas e europeias, de diferentes épocas, e favorecendo a construção de vocabulário e repertório relativos às diferentes linguagens artísticas.",0,0,0,0,0,1,1,1,1
60,Arte,6º; 7º; 8º; 9º,Artes integradas,Arte e tecnologia,"(EF69AR35) Identificar e manipular diferentes tecnologias e recursos digitais para acessar, apreciar, produzir, registrar e compartilhar práticas e repertórios artísticos, de modo reflexivo, ético e responsável.",EF69AR35,"Identificar e manipular diferentes tecnologias e recursos digitais para acessar, apreciar, produzir, registrar e compartilhar práticas e repertórios artísticos, de modo reflexivo, ético e responsável.",0,0,0,0,0,1,1,1,1
